date,component,value
2021-11-21,seasonal,27.86
2021-11-21,residual,8756.47
2021-11-22,actual,96696.57
2021-11-22,trend,88247.62
2021-11-22,seasonal,18.05
2021-11-22,residual,8430.9
2021-11-23,actual,96696.57
2021-11-23,trend,88582.99
2021-11-23,seasonal,8.32
2021-11-23,residual,8105.26
2021-11-24,actual,96696.57
2021-11-24,trend,88918.36
2021-11-24,seasonal,-1.32
2021-11-24,residual,7779.53
2021-11-25,actual,96696.57
2021-11-25,trend,89253.73
2021-11-25,seasonal,-10.84
2021-11-25,residual,7453.68
2021-11-26,actual,96696.57
2021-11-26,trend,89589.1
2021-11-26,seasonal,-20.08
2021-11-26,residual,7127.55
2021-11-27,actual,96696.57
2021-11-27,trend,89924.47
2021-11-27,seasonal,-28.31
2021-11-27,residual,6800.4
2021-11-28,actual,84627.71
2021-11-28,trend,91770.54
2021-11-28,seasonal,27.86
2021-11-28,residual,-7170.69
2021-11-29,actual,84627.71
2021-11-29,trend,92476.64
2021-11-29,seasonal,18.05
2021-11-29,residual,-7866.99
2021-11-30,actual,84627.71
2021-11-30,trend,93182.75
2021-11-30,seasonal,8.32
2021-11-30,residual,-8563.36
2021-12-01,actual,84627.71
2021-12-01,trend,93888.85
2021-12-01,seasonal,-1.32
2021-12-01,residual,-9259.82
2021-12-02,actual,84627.71
2021-12-02,trend,94594.96
2021-12-02,seasonal,-10.84
2021-12-02,residual,-9956.41
2021-12-03,actual,84627.71
2021-12-03,trend,95301.06
2021-12-03,seasonal,-20.08
2021-12-03,residual,-10653.27
2021-12-04,actual,84627.71
2021-12-04,trend,96007.17
2021-12-04,seasonal,-28.31
2021-12-04,residual,-11351.15
2021-12-05,actual,107288.14
2021-12-05,trend,97512.82
2021-12-05,seasonal,27.86
2021-12-05,residual,9747.47
2021-12-06,actual,107288.14
2021-12-06,trend,99823.05
2021-12-06,seasonal,18.05
2021-12-06,residual,7447.03
2021-12-07,actual,107288.14
2021-12-07,trend,102133.29
2021-12-07,seasonal,8.32
2021-12-07,residual,5146.52
2021-12-08,actual,107288.14
2021-12-08,trend,104443.53
2021-12-08,seasonal,-1.32
2021-12-08,residual,2845.93
2021-12-09,actual,107288.14
2021-12-09,trend,106753.77
2021-12-09,seasonal,-10.84
2021-12-09,residual,545.21
2021-12-10,actual,107288.14
2021-12-10,trend,109064.01
2021-12-10,seasonal,-20.08
2021-12-10,residual,-1755.79
2021-12-11,actual,107288.14
2021-12-11,trend,111374.25
2021-12-11,seasonal,-28.31
2021-12-11,residual,-4057.8
2021-12-12,actual,119281.29
2021-12-12,trend,114295.34
2021-12-12,seasonal,27.86
2021-12-12,residual,4958.09
2021-12-13,actual,119281.29
2021-12-13,trend,115705.74
2021-12-13,seasonal,18.05
2021-12-13,residual,3557.49
2021-12-14,actual,119281.29
2021-12-14,trend,117116.14
2021-12-14,seasonal,8.32
2021-12-14,residual,2156.82
2021-12-15,actual,119281.29
2021-12-15,trend,118526.54
2021-12-15,seasonal,-1.32
2021-12-15,residual,756.07
2021-12-16,actual,119281.29
2021-12-16,trend,119936.94
2021-12-16,seasonal,-10.84
2021-12-16,residual,-644.81
2021-12-17,actual,119281.29
2021-12-17,trend,121347.34
2021-12-17,seasonal,-20.08
2021-12-17,residual,-2045.97
2021-12-18,actual,119281.29
2021-12-18,trend,122757.74
2021-12-18,seasonal,-28.31
2021-12-18,residual,-3448.15
2021-12-19,actual,128444.14
2021-12-19,trend,129104.43
2021-12-19,seasonal,27.86
2021-12-19,residual,-688.15
2021-12-20,actual,128444.14
2021-12-20,trend,134651.57
2021-12-20,seasonal,18.05
2021-12-20,residual,-6225.49
2021-12-21,actual,128444.14
2021-12-21,trend,140198.71
2021-12-21,seasonal,8.32
2021-12-21,residual,-11762.9
2021-12-22,actual,128444.14
2021-12-22,trend,145745.86
2021-12-22,seasonal,-1.32
2021-12-22,residual,-17300.4
2021-12-23,actual,128444.14
2021-12-23,trend,151293.0
2021-12-23,seasonal,-10.84
2021-12-23,residual,-22838.02
2021-12-24,actual,128444.14
2021-12-24,trend,156840.14
2021-12-24,seasonal,-20.08
2021-12-24,residual,-28375.92
2021-12-25,actual,128444.14
2021-12-25,trend,162387.29
2021-12-25,seasonal,-28.31
2021-12-25,residual,-33914.84
2021-12-26,actual,202488.43
2021-12-26,trend,180264.13
2021-12-26,seasonal,27.86
2021-12-26,residual,22196.44
2021-12-27,actual,202488.43
2021-12-27,trend,197530.12
2021-12-27,seasonal,18.05
2021-12-27,residual,4940.25
2021-12-28,actual,202488.43
2021-12-28,trend,214796.11
2021-12-28,seasonal,8.32
2021-12-28,residual,-12316.01
2021-12-29,actual,202488.43
2021-12-29,trend,232062.1
2021-12-29,seasonal,-1.32
2021-12-29,residual,-29572.36
2021-12-30,actual,202488.43
2021-12-30,trend,249328.1
2021-12-30,seasonal,-10.84
2021-12-30,residual,-46828.82
2021-12-31,actual,202488.43
2021-12-31,trend,266594.09
2021-12-31,seasonal,-20.08
2021-12-31,residual,-64085.57
2022-01-01,actual,202488.43
2022-01-01,trend,283860.08
2022-01-01,seasonal,-28.31
2022-01-01,residual,-81343.34
2022-01-02,actual,387434.0
2022-01-02,trend,319896.15
2022-01-02,seasonal,27.86
2022-01-02,residual,67509.99
2022-01-03,actual,387434.0
2022-01-03,trend,350995.94
2022-01-03,seasonal,18.05
2022-01-03,residual,36420.0
2022-01-04,actual,387434.0
2022-01-04,trend,382095.73
2022-01-04,seasonal,8.32
2022-01-04,residual,5329.94
2022-01-05,actual,387434.0
2022-01-05,trend,413195.53
2022-01-05,seasonal,-1.32
2022-01-05,residual,-25760.21
2022-01-06,actual,387434.0
2022-01-06,trend,444295.32
2022-01-06,seasonal,-10.84
2022-01-06,residual,-56850.47
2022-01-07,actual,387434.0
2022-01-07,trend,475395.11
2022-01-07,seasonal,-20.08
2022-01-07,residual,-87941.02
2022-01-08,actual,387434.0
2022-01-08,trend,506494.9
2022-01-08,seasonal,-28.31
2022-01-08,residual,-119032.59
2022-01-09,actual,668985.29
2022-01-09,trend,546814.08
2022-01-09,seasonal,27.86
2022-01-09,residual,122143.36
2022-01-10,actual,668985.29
2022-01-10,trend,574803.55
2022-01-10,seasonal,18.05
2022-01-10,residual,94163.68
2022-01-11,actual,668985.29
2022-01-11,trend,602793.03
2022-01-11,seasonal,8.32
2022-01-11,residual,66183.94
2022-01-12,actual,668985.29
2022-01-12,trend,630782.51
2022-01-12,seasonal,-1.32
2022-01-12,residual,38204.1
2022-01-13,actual,668985.29
2022-01-13,trend,658771.98
2022-01-13,seasonal,-10.84
2022-01-13,residual,10224.15
2022-01-14,actual,668985.29
2022-01-14,trend,686761.46
2022-01-14,seasonal,-20.08
2022-01-14,residual,-17756.09
2022-01-15,actual,668985.29
2022-01-15,trend,714750.93
2022-01-15,seasonal,-28.31
2022-01-15,residual,-45737.34
2022-01-16,actual,807276.14
2022-01-16,trend,736949.51
2022-01-16,seasonal,27.86
2022-01-16,residual,70298.78
2022-01-17,actual,807276.14
2022-01-17,trend,740377.99
2022-01-17,seasonal,18.05
2022-01-17,residual,66880.09
2022-01-18,actual,807276.14
2022-01-18,trend,743806.48
2022-01-18,seasonal,8.32
2022-01-18,residual,63461.34
2022-01-19,actual,807276.14
2022-01-19,trend,747234.96
2022-01-19,seasonal,-1.32
2022-01-19,residual,60042.5
2022-01-20,actual,807276.14
2022-01-20,trend,750663.45
2022-01-20,seasonal,-10.84
2022-01-20,residual,56623.53
2022-01-21,actual,807276.14
2022-01-21,trend,754091.93
2022-01-21,seasonal,-20.08
2022-01-21,residual,53204.29
2022-01-22,actual,807276.14
2022-01-22,trend,757520.42
2022-01-22,seasonal,-28.31
2022-01-22,residual,49784.03
2022-01-23,actual,720412.57
2022-01-23,trend,749009.61
2022-01-23,seasonal,27.86
2022-01-23,residual,-28624.89
2022-01-24,actual,720412.57
2022-01-24,trend,731279.41
2022-01-24,seasonal,18.05
2022-01-24,residual,-10884.89
2022-01-25,actual,720412.57
2022-01-25,trend,713549.21
2022-01-25,seasonal,8.32
2022-01-25,residual,6855.04
2022-01-26,actual,720412.57
2022-01-26,trend,695819.01
2022-01-26,seasonal,-1.32
2022-01-26,residual,24594.88
2022-01-27,actual,720412.57
2022-01-27,trend,678088.81
2022-01-27,seasonal,-10.84
2022-01-27,residual,42334.6
2022-01-28,actual,720412.57
2022-01-28,trend,660358.61
2022-01-28,seasonal,-20.08
2022-01-28,residual,60074.05
2022-01-29,actual,720412.57
2022-01-29,trend,642628.41
2022-01-29,seasonal,-28.31
2022-01-29,residual,77812.47
2022-01-30,actual,541323.14
2022-01-30,trend,609654.86
2022-01-30,seasonal,27.86
2022-01-30,residual,-68359.57
2022-01-31,actual,541323.14
2022-01-31,trend,582472.21
2022-01-31,seasonal,18.05
2022-01-31,residual,-41167.12
2022-02-01,actual,541323.14
2022-02-01,trend,555289.56
2022-02-01,seasonal,8.32
2022-02-01,residual,-13974.74
2022-02-02,actual,541323.14
2022-02-02,trend,528106.91
2022-02-02,seasonal,-1.32
2022-02-02,residual,13217.55
2022-02-03,actual,541323.14
2022-02-03,trend,500924.27
2022-02-03,seasonal,-10.84
2022-02-03,residual,40409.72
2022-02-04,actual,541323.14
2022-02-04,trend,473741.62
2022-02-04,seasonal,-20.08
2022-02-04,residual,67601.6
2022-02-05,actual,541323.14
2022-02-05,trend,446558.97
2022-02-05,seasonal,-28.31
2022-02-05,residual,94792.47
2022-02-06,actual,312672.86
2022-02-06,trend,410170.63
2022-02-06,seasonal,27.86
2022-02-06,residual,-97525.62
2022-02-07,actual,312672.86
2022-02-07,trend,385721.58
2022-02-07,seasonal,18.05
2022-02-07,residual,-73066.78
2022-02-08,actual,312672.86
2022-02-08,trend,361272.53
2022-02-08,seasonal,8.32
2022-02-08,residual,-48608.0
2022-02-09,actual,312672.86
2022-02-09,trend,336823.49
2022-02-09,seasonal,-1.32
2022-02-09,residual,-24149.31
2022-02-10,actual,312672.86
2022-02-10,trend,312374.44
2022-02-10,seasonal,-10.84
2022-02-10,residual,309.26
2022-02-11,actual,312672.86
2022-02-11,trend,287925.39
2022-02-11,seasonal,-20.08
2022-02-11,residual,24767.55
2022-02-12,actual,312672.86
2022-02-12,trend,263476.34
2022-02-12,seasonal,-28.31
2022-02-12,residual,49224.82
2022-02-13,actual,174587.43
2022-02-13,trend,234132.48
2022-02-13,seasonal,27.86
2022-02-13,residual,-59572.9
2022-02-14,actual,174587.43
2022-02-14,trend,220031.96
2022-02-14,seasonal,18.05
2022-02-14,residual,-45462.59
2022-02-15,actual,174587.43
2022-02-15,trend,205931.45
2022-02-15,seasonal,8.32
2022-02-15,residual,-31352.34
2022-02-16,actual,174587.43
2022-02-16,trend,191830.93
2022-02-16,seasonal,-1.32
2022-02-16,residual,-17242.18
2022-02-17,actual,174587.43
2022-02-17,trend,177730.42
2022-02-17,seasonal,-10.84
2022-02-17,residual,-3132.15
2022-02-18,actual,174587.43
2022-02-18,trend,163629.9
2022-02-18,seasonal,-20.08
2022-02-18,residual,10977.61
2022-02-19,actual,174587.43
2022-02-19,trend,149529.39
2022-02-19,seasonal,-28.31
2022-02-19,residual,25086.35
2022-02-20,actual,101165.14
2022-02-20,trend,133049.03
2022-02-20,seasonal,27.86
2022-02-20,residual,-31911.74
2022-02-21,actual,101165.14
2022-02-21,trend,125774.36
2022-02-21,seasonal,18.05
2022-02-21,residual,-24627.28
2022-02-22,actual,101165.14
2022-02-22,trend,118499.69
2022-02-22,seasonal,8.32
2022-02-22,residual,-17342.88
2022-02-23,actual,101165.14
2022-02-23,trend,111225.03
2022-02-23,seasonal,-1.32
2022-02-23,residual,-10058.57
2022-02-24,actual,101165.14
2022-02-24,trend,103950.36
2022-02-24,seasonal,-10.84
2022-02-24,residual,-2774.38
2022-02-25,actual,101165.14
2022-02-25,trend,96675.69
2022-02-25,seasonal,-20.08
2022-02-25,residual,4509.53
2022-02-26,actual,101165.14
2022-02-26,trend,89401.03
2022-02-26,seasonal,-28.31
2022-02-26,residual,11792.42
2022-02-27,actual,65467.43
2022-02-27,trend,80928.62
2022-02-27,seasonal,27.86
2022-02-27,residual,-15489.04
2022-02-28,actual,65467.43
2022-02-28,trend,77351.03
2022-02-28,seasonal,18.05
2022-02-28,residual,-11901.65
2022-03-01,actual,65467.43
2022-03-01,trend,73773.44
2022-03-01,seasonal,8.32
2022-03-01,residual,-8314.33
2022-03-02,actual,65467.43
2022-03-02,trend,70195.85
2022-03-02,seasonal,-1.32
2022-03-02,residual,-4727.1
2022-03-03,actual,65467.43
2022-03-03,trend,66618.26
2022-03-03,seasonal,-10.84
2022-03-03,residual,-1139.99
2022-03-04,actual,65467.43
2022-03-04,trend,63040.67
2022-03-04,seasonal,-20.08
2022-03-04,residual,2446.84
2022-03-05,actual,65467.43
2022-03-05,trend,59463.08
2022-03-05,seasonal,-28.31
2022-03-05,residual,6032.66
2022-03-06,actual,47501.29
2022-03-06,trend,54950.47
2022-03-06,seasonal,27.86
2022-03-06,residual,-7477.04
2022-03-07,actual,47501.29
2022-03-07,trend,52817.71
2022-03-07,seasonal,18.05
2022-03-07,residual,-5334.47
2022-03-08,actual,47501.29
2022-03-08,trend,50684.95
2022-03-08,seasonal,8.32
2022-03-08,residual,-3191.98
2022-03-09,actual,47501.29
2022-03-09,trend,48552.18
2022-03-09,seasonal,-1.32
2022-03-09,residual,-1049.57
2022-03-10,actual,47501.29
2022-03-10,trend,46419.42
2022-03-10,seasonal,-10.84
2022-03-10,residual,1092.71
2022-03-11,actual,47501.29
2022-03-11,trend,44286.66
2022-03-11,seasonal,-20.08
2022-03-11,residual,3234.71
2022-03-12,actual,47501.29
2022-03-12,trend,42153.9
2022-03-12,seasonal,-28.31
2022-03-12,residual,5375.7
2022-03-13,actual,33476.0
2022-03-13,trend,39777.4
2022-03-13,seasonal,27.86
2022-03-13,residual,-6329.26
2022-03-14,actual,33476.0
2022-03-14,trend,38598.65
2022-03-14,seasonal,18.05
2022-03-14,residual,-5140.7
2022-03-15,actual,33476.0
2022-03-15,trend,37419.9
2022-03-15,seasonal,8.32
2022-03-15,residual,-3952.22
2022-03-16,actual,33476.0
2022-03-16,trend,36241.14
2022-03-16,seasonal,-1.32
2022-03-16,residual,-2763.82
2022-03-17,actual,33476.0
2022-03-17,trend,35062.39
2022-03-17,seasonal,-10.84
2022-03-17,residual,-1575.55
2022-03-18,actual,33476.0
2022-03-18,trend,33883.64
2022-03-18,seasonal,-20.08
2022-03-18,residual,-387.56
2022-03-19,actual,33476.0
2022-03-19,trend,32704.89
2022-03-19,seasonal,-28.31
2022-03-19,residual,799.42
2022-03-20,actual,29820.0
2022-03-20,trend,31380.7
2022-03-20,seasonal,27.86
2022-03-20,residual,-1588.55
2022-03-21,actual,29820.0
2022-03-21,trend,30991.52
2022-03-21,seasonal,18.05
2022-03-21,residual,-1189.58
2022-03-22,actual,29820.0
2022-03-22,trend,30602.35
2022-03-22,seasonal,8.32
2022-03-22,residual,-790.68
2022-03-23,actual,29820.0
2022-03-23,trend,30213.18
2022-03-23,seasonal,-1.32
2022-03-23,residual,-391.86
2022-03-24,actual,29820.0
2022-03-24,trend,29824.01
2022-03-24,seasonal,-10.84
2022-03-24,residual,6.83
2022-03-25,actual,29820.0
2022-03-25,trend,29434.84
2022-03-25,seasonal,-20.08
2022-03-25,residual,405.24
2022-03-26,actual,29820.0
2022-03-26,trend,29045.67
2022-03-26,seasonal,-28.31
2022-03-26,residual,802.64
2022-03-27,actual,27638.43
2022-03-27,trend,28665.97
2022-03-27,seasonal,27.86
2022-03-27,residual,-1055.4
2022-03-28,actual,27638.43
2022-03-28,trend,28530.01
2022-03-28,seasonal,18.05
2022-03-28,residual,-909.63
2022-03-29,actual,27638.43
2022-03-29,trend,28394.05
2022-03-29,seasonal,8.32
2022-03-29,residual,-763.94
2022-03-30,actual,27638.43
2022-03-30,trend,28258.09
2022-03-30,seasonal,-1.32
2022-03-30,residual,-618.34
2022-03-31,actual,27638.43
2022-03-31,trend,28122.12
2022-03-31,seasonal,-10.84
2022-03-31,residual,-472.85
2022-04-01,actual,27638.43
2022-04-01,trend,27986.16
2022-04-01,seasonal,-20.08
2022-04-01,residual,-327.65
2022-04-02,actual,27638.43
2022-04-02,trend,27850.2
2022-04-02,seasonal,-28.31
2022-04-02,residual,-183.46
2022-04-03,actual,27780.57
2022-04-03,trend,27778.31
2022-04-03,seasonal,27.86
2022-04-03,residual,-25.6
2022-04-04,actual,27780.57
2022-04-04,trend,27851.87
2022-04-04,seasonal,18.05
2022-04-04,residual,-89.35
2022-04-05,actual,27780.57
2022-04-05,trend,27925.42
2022-04-05,seasonal,8.32
2022-04-05,residual,-153.17
2022-04-06,actual,27780.57
2022-04-06,trend,27998.97
2022-04-06,seasonal,-1.32
2022-04-06,residual,-217.08
2022-04-07,actual,27780.57
2022-04-07,trend,28072.52
2022-04-07,seasonal,-10.84
2022-04-07,residual,-281.11
2022-04-08,actual,27780.57
2022-04-08,trend,28146.07
2022-04-08,seasonal,-20.08
2022-04-08,residual,-345.42
2022-04-09,actual,27780.57
2022-04-09,trend,28219.63
2022-04-09,seasonal,-28.31
2022-04-09,residual,-410.75
2022-04-10,actual,28741.71
2022-04-10,trend,28738.39
2022-04-10,seasonal,27.86
2022-04-10,residual,-24.53
2022-04-11,actual,28741.71
2022-04-11,trend,29247.67
2022-04-11,seasonal,18.05
2022-04-11,residual,-524.02
2022-04-12,actual,28741.71
2022-04-12,trend,29756.96
2022-04-12,seasonal,8.32
2022-04-12,residual,-1023.57
2022-04-13,actual,28741.71
2022-04-13,trend,30266.25
2022-04-13,seasonal,-1.32
2022-04-13,residual,-1523.22
2022-04-14,actual,28741.71
2022-04-14,trend,30775.53
2022-04-14,seasonal,-10.84
2022-04-14,residual,-2022.98
2022-04-15,actual,28741.71
2022-04-15,trend,31284.82
2022-04-15,seasonal,-20.08
2022-04-15,residual,-2523.03
2022-04-16,actual,28741.71
2022-04-16,trend,31794.1
2022-04-16,seasonal,-28.31
2022-04-16,residual,-3024.09
2022-04-17,actual,35419.86
2022-04-17,trend,32806.08
2022-04-17,seasonal,27.86
2022-04-17,residual,2585.93
2022-04-18,actual,35419.86
2022-04-18,trend,33753.97
2022-04-18,seasonal,18.05
2022-04-18,residual,1647.83
2022-04-19,actual,35419.86
2022-04-19,trend,34701.87
2022-04-19,seasonal,8.32
2022-04-19,residual,709.67
2022-04-20,actual,35419.86
2022-04-20,trend,35649.76
2022-04-20,seasonal,-1.32
2022-04-20,residual,-228.58
2022-04-21,actual,35419.86
2022-04-21,trend,36597.66
2022-04-21,seasonal,-10.84
2022-04-21,residual,-1166.96
2022-04-22,actual,35419.86
2022-04-22,trend,37545.55
2022-04-22,seasonal,-20.08
2022-04-22,residual,-2105.61
2022-04-23,actual,35419.86
2022-04-23,trend,38493.45
2022-04-23,seasonal,-28.31
2022-04-23,residual,-3045.28
2022-04-24,actual,42960.14
2022-04-24,trend,40182.56
2022-04-24,seasonal,27.86
2022-04-24,residual,2749.72
2022-04-25,actual,42960.14
2022-04-25,trend,41426.47
2022-04-25,seasonal,18.05
2022-04-25,residual,1515.62
2022-04-26,actual,42960.14
2022-04-26,trend,42670.37
2022-04-26,seasonal,8.32
2022-04-26,residual,281.45
2022-04-27,actual,42960.14
2022-04-27,trend,43914.28
2022-04-27,seasonal,-1.32
2022-04-27,residual,-952.82
2022-04-28,actual,42960.14
2022-04-28,trend,45158.18
2022-04-28,seasonal,-10.84
2022-04-28,residual,-2187.2
2022-04-29,actual,42960.14
2022-04-29,trend,46402.09
2022-04-29,seasonal,-20.08
2022-04-29,residual,-3421.86
2022-04-30,actual,42960.14
2022-04-30,trend,47645.99
2022-04-30,seasonal,-28.31
2022-04-30,residual,-4657.54
2022-05-01,actual,54078.43
2022-05-01,trend,49719.5
2022-05-01,seasonal,27.86
2022-05-01,residual,4331.07
2022-05-02,actual,54078.43
2022-05-02,trend,51290.33
2022-05-02,seasonal,18.05
2022-05-02,residual,2770.04
2022-05-03,actual,54078.43
2022-05-03,trend,52861.16
2022-05-03,seasonal,8.32
2022-05-03,residual,1208.95
2022-05-04,actual,54078.43
2022-05-04,trend,54431.99
2022-05-04,seasonal,-1.32
2022-05-04,residual,-352.24
2022-05-05,actual,54078.43
2022-05-05,trend,56002.82
2022-05-05,seasonal,-10.84
2022-05-05,residual,-1913.55
2022-05-06,actual,54078.43
2022-05-06,trend,57573.65
2022-05-06,seasonal,-20.08
2022-05-06,residual,-3475.13
2022-05-07,actual,54078.43
2022-05-07,trend,59144.48
2022-05-07,seasonal,-28.31
2022-05-07,residual,-5037.74
2022-05-08,actual,66522.57
2022-05-08,trend,62041.94
2022-05-08,seasonal,27.86
2022-05-08,residual,4452.77
2022-05-09,actual,66522.57
2022-05-09,trend,64198.19
2022-05-09,seasonal,18.05
2022-05-09,residual,2306.33
2022-05-10,actual,66522.57
2022-05-10,trend,66354.44
2022-05-10,seasonal,8.32
2022-05-10,residual,159.81
2022-05-11,actual,66522.57
2022-05-11,trend,68510.68
2022-05-11,seasonal,-1.32
2022-05-11,residual,-1986.8
2022-05-12,actual,66522.57
2022-05-12,trend,70666.93
2022-05-12,seasonal,-10.84
2022-05-12,residual,-4133.52
2022-05-13,actual,66522.57
2022-05-13,trend,72823.18
2022-05-13,seasonal,-20.08
2022-05-13,residual,-6280.53
2022-05-14,actual,66522.57
2022-05-14,trend,74979.43
2022-05-14,seasonal,-28.31
2022-05-14,residual,-8428.55
2022-05-15,actual,86422.14
2022-05-15,trend,78369.39
2022-05-15,seasonal,27.86
2022-05-15,residual,8024.9
2022-05-16,actual,86422.14
2022-05-16,trend,80929.74
2022-05-16,seasonal,18.05
2022-05-16,residual,5474.34
2022-05-17,actual,86422.14
2022-05-17,trend,83490.09
2022-05-17,seasonal,8.32
2022-05-17,residual,2923.72
2022-05-18,actual,86422.14
2022-05-18,trend,86050.45
2022-05-18,seasonal,-1.32
2022-05-18,residual,373.01
2022-05-19,actual,86422.14
2022-05-19,trend,88610.8
2022-05-19,seasonal,-10.84
2022-05-19,residual,-2177.82
2022-05-20,actual,86422.14
2022-05-20,trend,91171.15
2022-05-20,seasonal,-20.08
2022-05-20,residual,-4728.93
2022-05-21,actual,86422.14
2022-05-21,trend,93731.5
2022-05-21,seasonal,-28.31
2022-05-21,residual,-7281.06
2022-05-22,actual,104927.86
2022-05-22,trend,96351.14
2022-05-22,seasonal,27.86
2022-05-22,residual,8548.86
2022-05-23,actual,104927.86
2022-05-23,trend,97644.14
2022-05-23,seasonal,18.05
2022-05-23,residual,7265.66
2022-05-24,actual,104927.86
2022-05-24,trend,98937.14
2022-05-24,seasonal,8.32
2022-05-24,residual,5982.39
2022-05-25,actual,104927.86
2022-05-25,trend,100230.14
2022-05-25,seasonal,-1.32
2022-05-25,residual,4699.04
2022-05-26,actual,104927.86
2022-05-26,trend,101523.14
2022-05-26,seasonal,-10.84
2022-05-26,residual,3415.56
2022-05-27,actual,104927.86
2022-05-27,trend,102816.14
2022-05-27,seasonal,-20.08
2022-05-27,residual,2131.8
2022-05-28,actual,104927.86
2022-05-28,trend,104109.14
2022-05-28,seasonal,-28.31
2022-05-28,residual,847.02
2022-05-29,actual,105817.14
2022-05-29,trend,104782.21
2022-05-29,seasonal,27.86
2022-05-29,residual,1007.07
2022-05-30,actual,105817.14
2022-05-30,trend,104221.56
2022-05-30,seasonal,18.05
2022-05-30,residual,1577.52
2022-05-31,actual,105817.14
2022-05-31,trend,103660.91
2022-05-31,seasonal,8.32
2022-05-31,residual,2147.9
2022-06-01,actual,105817.14
2022-06-01,trend,103100.27
2022-06-01,seasonal,-1.32
2022-06-01,residual,2718.19
2022-06-02,actual,105817.14
2022-06-02,trend,102539.62
2022-06-02,seasonal,-10.84
2022-06-02,residual,3288.36
2022-06-03,actual,105817.14
2022-06-03,trend,101978.97
2022-06-03,seasonal,-20.08
2022-06-03,residual,3858.25
2022-06-04,actual,105817.14
2022-06-04,trend,101418.32
2022-06-04,seasonal,-28.31
2022-06-04,residual,4427.12
2022-06-05,actual,96518.14
2022-06-05,trend,101480.69
2022-06-05,seasonal,27.86
2022-06-05,residual,-4990.41
2022-06-06,actual,96518.14
2022-06-06,trend,101483.78
2022-06-06,seasonal,18.05
2022-06-06,residual,-4983.69
2022-06-07,actual,96518.14
2022-06-07,trend,101486.86
2022-06-07,seasonal,8.32
2022-06-07,residual,-4977.05
2022-06-08,actual,96518.14
2022-06-08,trend,101489.95
2022-06-08,seasonal,-1.32
2022-06-08,residual,-4970.49
2022-06-09,actual,96518.14
2022-06-09,trend,101493.04
2022-06-09,seasonal,-10.84
2022-06-09,residual,-4964.06
2022-06-10,actual,96518.14
2022-06-10,trend,101496.12
2022-06-10,seasonal,-20.08
2022-06-10,residual,-4957.9
2022-06-11,actual,96518.14
2022-06-11,trend,101499.21
2022-06-11,seasonal,-28.31
2022-06-11,residual,-4952.76
2022-06-12,actual,105863.43
2022-06-12,trend,100847.17
2022-06-12,seasonal,27.86
2022-06-12,residual,4988.4
2022-06-13,actual,105863.43
2022-06-13,trend,100815.07
2022-06-13,seasonal,18.05
2022-06-13,residual,5030.31
2022-06-14,actual,105863.43
2022-06-14,trend,100782.96
2022-06-14,seasonal,8.32
2022-06-14,residual,5072.15
2022-06-15,actual,105863.43
2022-06-15,trend,100750.86
2022-06-15,seasonal,-1.32
2022-06-15,residual,5113.89
2022-06-16,actual,105863.43
2022-06-16,trend,100718.75
2022-06-16,seasonal,-10.84
2022-06-16,residual,5155.52
2022-06-17,actual,105863.43
2022-06-17,trend,100686.65
2022-06-17,seasonal,-20.08
2022-06-17,residual,5196.87
2022-06-18,actual,105863.43
2022-06-18,trend,100654.54
2022-06-18,seasonal,-28.31
2022-06-18,residual,5237.19
2022-06-19,actual,96036.57
2022-06-19,trend,100978.45
2022-06-19,seasonal,27.86
2022-06-19,residual,-4969.73
2022-06-20,actual,96036.57
2022-06-20,trend,100679.33
2022-06-20,seasonal,18.05
2022-06-20,residual,-4660.82
2022-06-21,actual,96036.57
2022-06-21,trend,100380.22
2022-06-21,seasonal,8.32
2022-06-21,residual,-4351.97
2022-06-22,actual,96036.57
2022-06-22,trend,100081.1
2022-06-22,seasonal,-1.32
2022-06-22,residual,-4043.21
2022-06-23,actual,96036.57
2022-06-23,trend,99781.99
2022-06-23,seasonal,-10.84
2022-06-23,residual,-3734.58
2022-06-24,actual,96036.57
2022-06-24,trend,99482.87
2022-06-24,seasonal,-20.08
2022-06-24,residual,-3426.22
2022-06-25,actual,96036.57
2022-06-25,trend,99183.76
2022-06-25,seasonal,-28.31
2022-06-25,residual,-3118.88
2022-06-26,actual,101376.71
2022-06-26,trend,99495.45
2022-06-26,seasonal,27.86
2022-06-26,residual,1853.4
2022-06-27,actual,101376.71
2022-06-27,trend,100462.27
2022-06-27,seasonal,18.05
2022-06-27,residual,896.38
2022-06-28,actual,101376.71
2022-06-28,trend,101429.09
2022-06-28,seasonal,8.32
2022-06-28,residual,-60.71
2022-06-29,actual,101376.71
2022-06-29,trend,102395.91
2022-06-29,seasonal,-1.32
2022-06-29,residual,-1017.88
2022-06-30,actual,101376.71
2022-06-30,trend,103362.73
2022-06-30,seasonal,-10.84
2022-06-30,residual,-1975.18
2022-07-01,actual,101376.71
2022-07-01,trend,104329.55
2022-07-01,seasonal,-20.08
2022-07-01,residual,-2932.76
2022-07-02,actual,101376.71
2022-07-02,trend,105296.37
2022-07-02,seasonal,-28.31
2022-07-02,residual,-3891.36
2022-07-03,actual,110538.86
2022-07-03,trend,105977.45
2022-07-03,seasonal,27.86
2022-07-03,residual,4533.56
2022-07-04,actual,110538.86
2022-07-04,trend,106302.51
2022-07-04,seasonal,18.05
2022-07-04,residual,4218.29
2022-07-05,actual,110538.86
