date,component,value
2020-08-26,seasonal,-1.32
2020-08-26,residual,-990.38
2020-08-27,actual,45112.57
2020-08-27,trend,45459.35
2020-08-27,seasonal,-10.84
2020-08-27,residual,-335.94
2020-08-28,actual,45112.57
2020-08-28,trend,44814.44
2020-08-28,seasonal,-20.08
2020-08-28,residual,318.22
2020-08-29,actual,45112.57
2020-08-29,trend,44169.52
2020-08-29,seasonal,-28.31
2020-08-29,residual,971.35
2020-08-30,actual,42135.14
2020-08-30,trend,43527.53
2020-08-30,seasonal,27.86
2020-08-30,residual,-1420.25
2020-08-31,actual,42135.14
2020-08-31,trend,43331.96
2020-08-31,seasonal,18.05
2020-08-31,residual,-1214.87
2020-09-01,actual,42135.14
2020-09-01,trend,43136.39
2020-09-01,seasonal,8.32
2020-09-01,residual,-1009.57
2020-09-02,actual,42135.14
2020-09-02,trend,42940.82
2020-09-02,seasonal,-1.32
2020-09-02,residual,-804.36
2020-09-03,actual,42135.14
2020-09-03,trend,42745.25
2020-09-03,seasonal,-10.84
2020-09-03,residual,-599.26
2020-09-04,actual,42135.14
2020-09-04,trend,42549.67
2020-09-04,seasonal,-20.08
2020-09-04,residual,-394.45
2020-09-05,actual,42135.14
2020-09-05,trend,42354.1
2020-09-05,seasonal,-28.31
2020-09-05,residual,-190.66
2020-09-06,actual,42179.0
2020-09-06,trend,41685.85
2020-09-06,seasonal,27.86
2020-09-06,residual,465.3
2020-09-07,actual,42179.0
2020-09-07,trend,41216.08
2020-09-07,seasonal,18.05
2020-09-07,residual,944.86
2020-09-08,actual,42179.0
2020-09-08,trend,40746.32
2020-09-08,seasonal,8.32
2020-09-08,residual,1424.36
2020-09-09,actual,42179.0
2020-09-09,trend,40276.56
2020-09-09,seasonal,-1.32
2020-09-09,residual,1903.76
2020-09-10,actual,42179.0
2020-09-10,trend,39806.8
2020-09-10,seasonal,-10.84
2020-09-10,residual,2383.04
2020-09-11,actual,42179.0
2020-09-11,trend,39337.04
2020-09-11,seasonal,-20.08
2020-09-11,residual,2862.05
2020-09-12,actual,42179.0
2020-09-12,trend,38867.27
2020-09-12,seasonal,-28.31
2020-09-12,residual,3340.03
2020-09-13,actual,35088.71
2020-09-13,trend,38734.24
2020-09-13,seasonal,27.86
2020-09-13,residual,-3673.38
2020-09-14,actual,35088.71
2020-09-14,trend,38598.27
2020-09-14,seasonal,18.05
2020-09-14,residual,-3527.62
2020-09-15,actual,35088.71
2020-09-15,trend,38462.31
2020-09-15,seasonal,8.32
2020-09-15,residual,-3381.92
2020-09-16,actual,35088.71
2020-09-16,trend,38326.35
2020-09-16,seasonal,-1.32
2020-09-16,residual,-3236.32
2020-09-17,actual,35088.71
2020-09-17,trend,38190.39
2020-09-17,seasonal,-10.84
2020-09-17,residual,-3090.84
2020-09-18,actual,35088.71
2020-09-18,trend,38054.43
2020-09-18,seasonal,-20.08
2020-09-18,residual,-2945.63
2020-09-19,actual,35088.71
2020-09-19,trend,37918.46
2020-09-19,seasonal,-28.31
2020-09-19,residual,-2801.45
2020-09-20,actual,40139.57
2020-09-20,trend,38009.14
2020-09-20,seasonal,27.86
2020-09-20,residual,2102.57
2020-09-21,actual,40139.57
2020-09-21,trend,38572.5
2020-09-21,seasonal,18.05
2020-09-21,residual,1549.01
2020-09-22,actual,40139.57
2020-09-22,trend,39135.86
2020-09-22,seasonal,8.32
2020-09-22,residual,995.38
2020-09-23,actual,40139.57
2020-09-23,trend,39699.23
2020-09-23,seasonal,-1.32
2020-09-23,residual,441.66
2020-09-24,actual,40139.57
2020-09-24,trend,40262.59
2020-09-24,seasonal,-10.84
2020-09-24,residual,-112.18
2020-09-25,actual,40139.57
2020-09-25,trend,40825.95
2020-09-25,seasonal,-20.08
2020-09-25,residual,-666.3
2020-09-26,actual,40139.57
2020-09-26,trend,41389.31
2020-09-26,seasonal,-28.31
2020-09-26,residual,-1221.44
2020-09-27,actual,43539.14
2020-09-27,trend,41891.47
2020-09-27,seasonal,27.86
2020-09-27,residual,1619.81
2020-09-28,actual,43539.14
2020-09-28,trend,42056.91
2020-09-28,seasonal,18.05
2020-09-28,residual,1464.17
2020-09-29,actual,43539.14
2020-09-29,trend,42222.35
2020-09-29,seasonal,8.32
2020-09-29,residual,1308.47
2020-09-30,actual,43539.14
2020-09-30,trend,42387.79
2020-09-30,seasonal,-1.32
2020-09-30,residual,1152.67
2020-10-01,actual,43539.14
2020-10-01,trend,42553.23
2020-10-01,seasonal,-10.84
2020-10-01,residual,996.76
2020-10-02,actual,43539.14
2020-10-02,trend,42718.66
2020-10-02,seasonal,-20.08
2020-10-02,residual,840.56
2020-10-03,actual,43539.14
2020-10-03,trend,42884.1
2020-10-03,seasonal,-28.31
2020-10-03,residual,683.34
2020-10-04,actual,42621.14
2020-10-04,trend,43391.45
2020-10-04,seasonal,27.86
2020-10-04,residual,-798.17
2020-10-05,actual,42621.14
2020-10-05,trend,43672.17
2020-10-05,seasonal,18.05
2020-10-05,residual,-1069.08
2020-10-06,actual,42621.14
2020-10-06,trend,43952.88
2020-10-06,seasonal,8.32
2020-10-06,residual,-1340.07
2020-10-07,actual,42621.14
2020-10-07,trend,44233.6
2020-10-07,seasonal,-1.32
2020-10-07,residual,-1611.14
2020-10-08,actual,42621.14
2020-10-08,trend,44514.31
2020-10-08,seasonal,-10.84
2020-10-08,residual,-1882.33
2020-10-09,actual,42621.14
2020-10-09,trend,44795.03
2020-10-09,seasonal,-20.08
2020-10-09,residual,-2153.81
2020-10-10,actual,42621.14
2020-10-10,trend,45075.74
2020-10-10,seasonal,-28.31
2020-10-10,residual,-2426.3
2020-10-11,actual,47749.86
2020-10-11,trend,45864.89
2020-10-11,seasonal,27.86
2020-10-11,residual,1857.12
2020-10-12,actual,47749.86
2020-10-12,trend,46715.23
2020-10-12,seasonal,18.05
2020-10-12,residual,1016.58
2020-10-13,actual,47749.86
2020-10-13,trend,47565.57
2020-10-13,seasonal,8.32
2020-10-13,residual,175.96
2020-10-14,actual,47749.86
2020-10-14,trend,48415.92
2020-10-14,seasonal,-1.32
2020-10-14,residual,-664.74
2020-10-15,actual,47749.86
2020-10-15,trend,49266.26
2020-10-15,seasonal,-10.84
2020-10-15,residual,-1505.56
2020-10-16,actual,47749.86
2020-10-16,trend,50116.6
2020-10-16,seasonal,-20.08
2020-10-16,residual,-2346.66
2020-10-17,actual,47749.86
2020-10-17,trend,50966.95
2020-10-17,seasonal,-28.31
2020-10-17,residual,-3188.78
2020-10-18,actual,55376.29
2020-10-18,trend,52405.9
2020-10-18,seasonal,27.86
2020-10-18,residual,2942.54
2020-10-19,actual,55376.29
2020-10-19,trend,53502.94
2020-10-19,seasonal,18.05
2020-10-19,residual,1855.3
2020-10-20,actual,55376.29
2020-10-20,trend,54599.97
2020-10-20,seasonal,8.32
2020-10-20,residual,767.99
2020-10-21,actual,55376.29
2020-10-21,trend,55697.01
2020-10-21,seasonal,-1.32
2020-10-21,residual,-319.4
2020-10-22,actual,55376.29
2020-10-22,trend,56794.05
2020-10-22,seasonal,-10.84
2020-10-22,residual,-1406.92
2020-10-23,actual,55376.29
2020-10-23,trend,57891.09
2020-10-23,seasonal,-20.08
2020-10-23,residual,-2494.72
2020-10-24,actual,55376.29
2020-10-24,trend,58988.13
2020-10-24,seasonal,-28.31
2020-10-24,residual,-3583.53
2020-10-25,actual,64205.43
2020-10-25,trend,61132.36
2020-10-25,seasonal,27.86
2020-10-25,residual,3045.21
2020-10-26,actual,64205.43
2020-10-26,trend,62768.17
2020-10-26,seasonal,18.05
2020-10-26,residual,1419.2
2020-10-27,actual,64205.43
2020-10-27,trend,64403.98
2020-10-27,seasonal,8.32
2020-10-27,residual,-206.88
2020-10-28,actual,64205.43
2020-10-28,trend,66039.79
2020-10-28,seasonal,-1.32
2020-10-28,residual,-1833.04
2020-10-29,actual,64205.43
2020-10-29,trend,67675.6
2020-10-29,seasonal,-10.84
2020-10-29,residual,-3459.33
2020-10-30,actual,64205.43
2020-10-30,trend,69311.41
2020-10-30,seasonal,-20.08
2020-10-30,residual,-5085.9
2020-10-31,actual,64205.43
2020-10-31,trend,70947.22
2020-10-31,seasonal,-28.31
2020-10-31,residual,-6713.49
2020-11-01,actual,79913.43
2020-11-01,trend,74780.17
2020-11-01,seasonal,27.86
2020-11-01,residual,5105.4
2020-11-02,actual,79913.43
2020-11-02,trend,78024.52
2020-11-02,seasonal,18.05
2020-11-02,residual,1870.86
2020-11-03,actual,79913.43
2020-11-03,trend,81268.86
2020-11-03,seasonal,8.32
2020-11-03,residual,-1363.75
2020-11-04,actual,79913.43
2020-11-04,trend,84513.2
2020-11-04,seasonal,-1.32
2020-11-04,residual,-4598.45
2020-11-05,actual,79913.43
2020-11-05,trend,87757.54
2020-11-05,seasonal,-10.84
2020-11-05,residual,-7833.27
2020-11-06,actual,79913.43
2020-11-06,trend,91001.89
2020-11-06,seasonal,-20.08
2020-11-06,residual,-11068.37
2020-11-07,actual,79913.43
2020-11-07,trend,94246.23
2020-11-07,seasonal,-28.31
2020-11-07,residual,-14304.49
2020-11-08,actual,112870.57
2020-11-08,trend,99535.82
2020-11-08,seasonal,27.86
2020-11-08,residual,13306.89
2020-11-09,actual,112870.57
2020-11-09,trend,103778.21
2020-11-09,seasonal,18.05
2020-11-09,residual,9074.31
2020-11-10,actual,112870.57
2020-11-10,trend,108020.6
2020-11-10,seasonal,8.32
2020-11-10,residual,4841.65
2020-11-11,actual,112870.57
2020-11-11,trend,112262.99
2020-11-11,seasonal,-1.32
2020-11-11,residual,608.9
2020-11-12,actual,112870.57
2020-11-12,trend,116505.38
2020-11-12,seasonal,-10.84
2020-11-12,residual,-3623.97
2020-11-13,actual,112870.57
2020-11-13,trend,120747.77
2020-11-13,seasonal,-20.08
2020-11-13,residual,-7857.12
2020-11-14,actual,112870.57
2020-11-14,trend,124990.16
2020-11-14,seasonal,-28.31
2020-11-14,residual,-12091.29
2020-11-15,actual,143549.29
2020-11-15,trend,130857.68
2020-11-15,seasonal,27.86
2020-11-15,residual,12663.76
2020-11-16,actual,143549.29
2020-11-16,trend,134528.05
2020-11-16,seasonal,18.05
2020-11-16,residual,9003.19
2020-11-17,actual,143549.29
2020-11-17,trend,138198.42
2020-11-17,seasonal,8.32
2020-11-17,residual,5342.55
2020-11-18,actual,143549.29
2020-11-18,trend,141868.79
2020-11-18,seasonal,-1.32
2020-11-18,residual,1681.82
2020-11-19,actual,143549.29
2020-11-19,trend,145539.16
2020-11-19,seasonal,-10.84
2020-11-19,residual,-1979.03
2020-11-20,actual,143549.29
2020-11-20,trend,149209.53
2020-11-20,seasonal,-20.08
2020-11-20,residual,-5640.16
2020-11-21,actual,143549.29
2020-11-21,trend,152879.91
2020-11-21,seasonal,-28.31
2020-11-21,residual,-9302.31
2020-11-22,actual,167926.14
2020-11-22,trend,156425.69
2020-11-22,seasonal,27.86
2020-11-22,residual,11472.6
2020-11-23,actual,167926.14
2020-11-23,trend,157926.22
2020-11-23,seasonal,18.05
2020-11-23,residual,9981.87
2020-11-24,actual,167926.14
2020-11-24,trend,159426.75
2020-11-24,seasonal,8.32
2020-11-24,residual,8491.06
2020-11-25,actual,167926.14
2020-11-25,trend,160927.29
2020-11-25,seasonal,-1.32
2020-11-25,residual,7000.17
2020-11-26,actual,167926.14
2020-11-26,trend,162427.82
2020-11-26,seasonal,-10.84
2020-11-26,residual,5509.16
2020-11-27,actual,167926.14
2020-11-27,trend,163928.35
2020-11-27,seasonal,-20.08
2020-11-27,residual,4017.87
2020-11-28,actual,167926.14
2020-11-28,trend,165428.89
2020-11-28,seasonal,-28.31
2020-11-28,residual,2525.56
2020-11-29,actual,166057.29
2020-11-29,trend,168058.29
2020-11-29,seasonal,27.86
2020-11-29,residual,-2028.85
2020-11-30,actual,166057.29
2020-11-30,trend,169062.56
2020-11-30,seasonal,18.05
2020-11-30,residual,-3023.33
2020-12-01,actual,166057.29
2020-12-01,trend,170066.84
2020-12-01,seasonal,8.32
2020-12-01,residual,-4017.87
2020-12-02,actual,166057.29
2020-12-02,trend,171071.12
2020-12-02,seasonal,-1.32
2020-12-02,residual,-5012.51
2020-12-03,actual,166057.29
2020-12-03,trend,172075.39
2020-12-03,seasonal,-10.84
2020-12-03,residual,-6007.26
2020-12-04,actual,166057.29
2020-12-04,trend,173079.67
2020-12-04,seasonal,-20.08
2020-12-04,residual,-7002.3
2020-12-05,actual,166057.29
2020-12-05,trend,174083.95
2020-12-05,seasonal,-28.31
2020-12-05,residual,-7998.35
2020-12-06,actual,182990.29
2020-12-06,trend,176874.41
2020-12-06,seasonal,27.86
2020-12-06,residual,6088.02
2020-12-07,actual,182990.29
2020-12-07,trend,179789.47
2020-12-07,seasonal,18.05
2020-12-07,residual,3182.77
2020-12-08,actual,182990.29
2020-12-08,trend,182704.53
2020-12-08,seasonal,8.32
2020-12-08,residual,277.44
2020-12-09,actual,182990.29
2020-12-09,trend,185619.58
2020-12-09,seasonal,-1.32
2020-12-09,residual,-2627.97
2020-12-10,actual,182990.29
2020-12-10,trend,188534.64
2020-12-10,seasonal,-10.84
2020-12-10,residual,-5533.51
2020-12-11,actual,182990.29
2020-12-11,trend,191449.7
2020-12-11,seasonal,-20.08
2020-12-11,residual,-8439.32
2020-12-12,actual,182990.29
2020-12-12,trend,194364.75
2020-12-12,seasonal,-28.31
2020-12-12,residual,-11346.16
2020-12-13,actual,209783.14
2020-12-13,trend,197750.72
2020-12-13,seasonal,27.86
2020-12-13,residual,12004.56
2020-12-14,actual,209783.14
2020-12-14,trend,200007.83
2020-12-14,seasonal,18.05
2020-12-14,residual,9757.26
2020-12-15,actual,209783.14
2020-12-15,trend,202264.93
2020-12-15,seasonal,8.32
2020-12-15,residual,7509.88
2020-12-16,actual,209783.14
2020-12-16,trend,204522.04
2020-12-16,seasonal,-1.32
2020-12-16,residual,5262.42
2020-12-17,actual,209783.14
2020-12-17,trend,206779.14
2020-12-17,seasonal,-10.84
2020-12-17,residual,3014.84
2020-12-18,actual,209783.14
2020-12-18,trend,209036.25
2020-12-18,seasonal,-20.08
2020-12-18,residual,766.97
2020-12-19,actual,209783.14
2020-12-19,trend,211293.35
2020-12-19,seasonal,-28.31
2020-12-19,residual,-1481.91
2020-12-20,actual,216846.86
2020-12-20,trend,212047.54
2020-12-20,seasonal,27.86
2020-12-20,residual,4771.46
2020-12-21,actual,216846.86
2020-12-21,trend,211015.54
2020-12-21,seasonal,18.05
2020-12-21,residual,5813.26
2020-12-22,actual,216846.86
2020-12-22,trend,209983.54
2020-12-22,seasonal,8.32
2020-12-22,residual,6854.99
2020-12-23,actual,216846.86
2020-12-23,trend,208951.54
2020-12-23,seasonal,-1.32
2020-12-23,residual,7896.64
2020-12-24,actual,216846.86
2020-12-24,trend,207919.54
2020-12-24,seasonal,-10.84
2020-12-24,residual,8938.16
2020-12-25,actual,216846.86
2020-12-25,trend,206887.54
2020-12-25,seasonal,-20.08
2020-12-25,residual,9979.4
2020-12-26,actual,216846.86
2020-12-26,trend,205855.54
2020-12-26,seasonal,-28.31
2020-12-26,residual,11019.62
2020-12-27,actual,194303.14
2020-12-27,trend,205022.33
2020-12-27,seasonal,27.86
2020-12-27,residual,-10747.05
2020-12-28,actual,194303.14
2020-12-28,trend,203718.21
2020-12-28,seasonal,18.05
2020-12-28,residual,-9433.12
2020-12-29,actual,194303.14
2020-12-29,trend,202414.09
2020-12-29,seasonal,8.32
2020-12-29,residual,-8119.27
2020-12-30,actual,194303.14
2020-12-30,trend,201109.96
2020-12-30,seasonal,-1.32
2020-12-30,residual,-6805.5
2020-12-31,actual,194303.14
2020-12-31,trend,199805.84
2020-12-31,seasonal,-10.84
2020-12-31,residual,-5491.86
2021-01-01,actual,194303.14
2021-01-01,trend,198501.71
2021-01-01,seasonal,-20.08
2021-01-01,residual,-4178.49
2021-01-02,actual,194303.14
2021-01-02,trend,197197.59
2021-01-02,seasonal,-28.31
2021-01-02,residual,-2866.14
2021-01-03,actual,197285.0
2021-01-03,trend,198618.76
2021-01-03,seasonal,27.86
2021-01-03,residual,-1361.62
2021-01-04,actual,197285.0
2021-01-04,trend,201542.85
2021-01-04,seasonal,18.05
2021-01-04,residual,-4275.9
2021-01-05,actual,197285.0
2021-01-05,trend,204466.93
2021-01-05,seasonal,8.32
2021-01-05,residual,-7190.26
2021-01-06,actual,197285.0
2021-01-06,trend,207391.02
2021-01-06,seasonal,-1.32
2021-01-06,residual,-10104.7
2021-01-07,actual,197285.0
2021-01-07,trend,210315.1
2021-01-07,seasonal,-10.84
2021-01-07,residual,-13019.26
2021-01-08,actual,197285.0
2021-01-08,trend,213239.19
2021-01-08,seasonal,-20.08
2021-01-08,residual,-15934.11
2021-01-09,actual,197285.0
2021-01-09,trend,216163.28
2021-01-09,seasonal,-28.31
2021-01-09,residual,-18849.97
2021-01-10,actual,238164.43
2021-01-10,trend,218352.16
2021-01-10,seasonal,27.86
2021-01-10,residual,19784.41
2021-01-11,actual,238164.43
2021-01-11,trend,220342.26
2021-01-11,seasonal,18.05
2021-01-11,residual,17804.12
2021-01-12,actual,238164.43
2021-01-12,trend,222332.35
2021-01-12,seasonal,8.32
2021-01-12,residual,15823.75
2021-01-13,actual,238164.43
2021-01-13,trend,224322.45
2021-01-13,seasonal,-1.32
2021-01-13,residual,13843.3
2021-01-14,actual,238164.43
2021-01-14,trend,226312.54
2021-01-14,seasonal,-10.84
2021-01-14,residual,11862.73
2021-01-15,actual,238164.43
2021-01-15,trend,228302.64
2021-01-15,seasonal,-20.08
2021-01-15,residual,9881.87
2021-01-16,actual,238164.43
2021-01-16,trend,230292.73
2021-01-16,seasonal,-28.31
2021-01-16,residual,7900.0
2021-01-17,actual,227136.43
2021-01-17,trend,229196.22
2021-01-17,seasonal,27.86
2021-01-17,residual,-2087.65
2021-01-18,actual,227136.43
2021-01-18,trend,225374.41
2021-01-18,seasonal,18.05
2021-01-18,residual,1743.96
2021-01-19,actual,227136.43
2021-01-19,trend,221552.6
2021-01-19,seasonal,8.32
2021-01-19,residual,5575.51
2021-01-20,actual,227136.43
2021-01-20,trend,217730.79
2021-01-20,seasonal,-1.32
2021-01-20,residual,9406.96
2021-01-21,actual,227136.43
2021-01-21,trend,213908.98
2021-01-21,seasonal,-10.84
2021-01-21,residual,13238.29
2021-01-22,actual,227136.43
2021-01-22,trend,210087.17
2021-01-22,seasonal,-20.08
2021-01-22,residual,17069.34
2021-01-23,actual,227136.43
2021-01-23,trend,206265.36
2021-01-23,seasonal,-28.31
2021-01-23,residual,20899.37
2021-01-24,actual,180837.29
2021-01-24,trend,200565.12
2021-01-24,seasonal,27.86
2021-01-24,residual,-19755.68
2021-01-25,actual,180837.29
2021-01-25,trend,195600.07
2021-01-25,seasonal,18.05
2021-01-25,residual,-14780.83
2021-01-26,actual,180837.29
2021-01-26,trend,190635.02
2021-01-26,seasonal,8.32
2021-01-26,residual,-9806.05
2021-01-27,actual,180837.29
2021-01-27,trend,185669.97
2021-01-27,seasonal,-1.32
2021-01-27,residual,-4831.36
2021-01-28,actual,180837.29
2021-01-28,trend,180704.92
2021-01-28,seasonal,-10.84
2021-01-28,residual,143.21
2021-01-29,actual,180837.29
2021-01-29,trend,175739.88
2021-01-29,seasonal,-20.08
2021-01-29,residual,5117.5
2021-01-30,actual,180837.29
2021-01-30,trend,170774.83
2021-01-30,seasonal,-28.31
2021-01-30,residual,10090.77
2021-01-31,actual,152660.71
2021-01-31,trend,163796.69
2021-01-31,seasonal,27.86
2021-01-31,residual,-11163.83
2021-02-01,actual,152660.71
2021-02-01,trend,159905.15
2021-02-01,seasonal,18.05
2021-02-01,residual,-7262.5
2021-02-02,actual,152660.71
2021-02-02,trend,156013.62
2021-02-02,seasonal,8.32
2021-02-02,residual,-3361.23
2021-02-03,actual,152660.71
2021-02-03,trend,152122.09
2021-02-03,seasonal,-1.32
2021-02-03,residual,539.94
2021-02-04,actual,152660.71
2021-02-04,trend,148230.55
2021-02-04,seasonal,-10.84
2021-02-04,residual,4441.0
2021-02-05,actual,152660.71
2021-02-05,trend,144339.02
2021-02-05,seasonal,-20.08
2021-02-05,residual,8341.77
2021-02-06,actual,152660.71
2021-02-06,trend,140447.49
2021-02-06,seasonal,-28.31
2021-02-06,residual,12241.53
2021-02-07,actual,122464.29
2021-02-07,trend,134778.07
2021-02-07,seasonal,27.86
2021-02-07,residual,-12341.63
2021-02-08,actual,122464.29
2021-02-08,trend,130987.09
2021-02-08,seasonal,18.05
2021-02-08,residual,-8540.85
2021-02-09,actual,122464.29
2021-02-09,trend,127196.11
2021-02-09,seasonal,8.32
2021-02-09,residual,-4740.14
2021-02-10,actual,122464.29
2021-02-10,trend,123405.12
2021-02-10,seasonal,-1.32
2021-02-10,residual,-939.52
2021-02-11,actual,122464.29
2021-02-11,trend,119614.14
2021-02-11,seasonal,-10.84
2021-02-11,residual,2860.99
2021-02-12,actual,122464.29
2021-02-12,trend,115823.16
2021-02-12,seasonal,-20.08
2021-02-12,residual,6661.21
2021-02-13,actual,122464.29
2021-02-13,trend,112032.18
2021-02-13,seasonal,-28.31
2021-02-13,residual,10460.41
2021-02-14,actual,95796.0
2021-02-14,trend,106364.18
2021-02-14,seasonal,27.86
2021-02-14,residual,-10596.04
2021-02-15,actual,95796.0
2021-02-15,trend,102709.28
2021-02-15,seasonal,18.05
2021-02-15,residual,-6931.33
2021-02-16,actual,95796.0
2021-02-16,trend,99054.37
2021-02-16,seasonal,8.32
2021-02-16,residual,-3266.69
2021-02-17,actual,95796.0
2021-02-17,trend,95399.47
2021-02-17,seasonal,-1.32
2021-02-17,residual,397.85
2021-02-18,actual,95796.0
2021-02-18,trend,91744.56
2021-02-18,seasonal,-10.84
2021-02-18,residual,4062.28
2021-02-19,actual,95796.0
2021-02-19,trend,88089.66
2021-02-19,seasonal,-20.08
2021-02-19,residual,7726.43
2021-02-20,actual,95796.0
2021-02-20,trend,84434.75
2021-02-20,seasonal,-28.31
2021-02-20,residual,11389.55
2021-02-21,actual,67640.71
2021-02-21,trend,80706.19
2021-02-21,seasonal,27.86
2021-02-21,residual,-13093.33
2021-02-22,actual,67640.71
2021-02-22,trend,78755.51
2021-02-22,seasonal,18.05
2021-02-22,residual,-11132.86
2021-02-23,actual,67640.71
2021-02-23,trend,76804.84
2021-02-23,seasonal,8.32
2021-02-23,residual,-9172.45
2021-02-24,actual,67640.71
2021-02-24,trend,74854.16
2021-02-24,seasonal,-1.32
2021-02-24,residual,-7212.13
2021-02-25,actual,67640.71
2021-02-25,trend,72903.48
2021-02-25,seasonal,-10.84
2021-02-25,residual,-5251.93
2021-02-26,actual,67640.71
2021-02-26,trend,70952.81
2021-02-26,seasonal,-20.08
2021-02-26,residual,-3292.02
2021-02-27,actual,67640.71
2021-02-27,trend,69002.13
2021-02-27,seasonal,-28.31
2021-02-27,residual,-1333.12
2021-02-28,actual,66535.86
2021-02-28,trend,66622.77
2021-02-28,seasonal,27.86
2021-02-28,residual,-114.77
2021-03-01,actual,66535.86
2021-03-01,trend,66120.43
2021-03-01,seasonal,18.05
2021-03-01,residual,397.38
2021-03-02,actual,66535.86
2021-03-02,trend,65618.09
2021-03-02,seasonal,8.32
2021-03-02,residual,909.45
2021-03-03,actual,66535.86
2021-03-03,trend,65115.74
2021-03-03,seasonal,-1.32
2021-03-03,residual,1421.44
2021-03-04,actual,66535.86
2021-03-04,trend,64613.4
2021-03-04,seasonal,-10.84
2021-03-04,residual,1933.3
2021-03-05,actual,66535.86
2021-03-05,trend,64111.06
2021-03-05,seasonal,-20.08
2021-03-05,residual,2444.89
2021-03-06,actual,66535.86
2021-03-06,trend,63608.71
2021-03-06,seasonal,-28.31
2021-03-06,residual,2955.45
2021-03-07,actual,60105.57
2021-03-07,trend,62756.48
2021-03-07,seasonal,27.86
2021-03-07,residual,-2678.76
2021-03-08,actual,60105.57
2021-03-08,trend,61977.9
2021-03-08,seasonal,18.05
2021-03-08,residual,-1890.38
2021-03-09,actual,60105.57
2021-03-09,trend,61199.31
2021-03-09,seasonal,8.32
2021-03-09,residual,-1102.07
2021-03-10,actual,60105.57
2021-03-10,trend,60420.73
2021-03-10,seasonal,-1.32
2021-03-10,residual,-313.84
2021-03-11,actual,60105.57
2021-03-11,trend,59642.15
2021-03-11,seasonal,-10.84
2021-03-11,residual,474.26
2021-03-12,actual,60105.57
2021-03-12,trend,58863.57
2021-03-12,seasonal,-20.08
2021-03-12,residual,1262.08
2021-03-13,actual,60105.57
2021-03-13,trend,58084.99
2021-03-13,seasonal,-28.31
2021-03-13,residual,2048.89
2021-03-14,actual,54857.14
2021-03-14,trend,57264.04
2021-03-14,seasonal,27.86
2021-03-14,residual,-2434.75
2021-03-15,actual,54857.14
2021-03-15,trend,56871.77
2021-03-15,seasonal,18.05
2021-03-15,residual,-2032.68
2021-03-16,actual,54857.14
2021-03-16,trend,56479.5
2021-03-16,seasonal,8.32
2021-03-16,residual,-1630.69
2021-03-17,actual,54857.14
2021-03-17,trend,56087.24
2021-03-17,seasonal,-1.32
2021-03-17,residual,-1228.78
2021-03-18,actual,54857.14
2021-03-18,trend,55694.97
2021-03-18,seasonal,-10.84
2021-03-18,residual,-826.99
2021-03-19,actual,54857.14
2021-03-19,trend,55302.7
2021-03-19,seasonal,-20.08
2021-03-19,residual,-425.48
2021-03-20,actual,54857.14
2021-03-20,trend,54910.44
2021-03-20,seasonal,-28.31
2021-03-20,residual,-24.99
2021-03-21,actual,54221.57
2021-03-21,trend,54882.62
2021-03-21,seasonal,27.86
2021-03-21,residual,-688.9
2021-03-22,actual,54221.57
2021-03-22,trend,55204.69
2021-03-22,seasonal,18.05
2021-03-22,residual,-1001.18
2021-03-23,actual,54221.57
2021-03-23,trend,55526.77
2021-03-23,seasonal,8.32
2021-03-23,residual,-1313.52
2021-03-24,actual,54221.57
2021-03-24,trend,55848.85
2021-03-24,seasonal,-1.32
2021-03-24,residual,-1625.96
2021-03-25,actual,54221.57
2021-03-25,trend,56170.92
2021-03-25,seasonal,-10.84
2021-03-25,residual,-1938.51
2021-03-26,actual,54221.57
2021-03-26,trend,56493.0
2021-03-26,seasonal,-20.08
2021-03-26,residual,-2251.35
2021-03-27,actual,54221.57
2021-03-27,trend,56815.08
2021-03-27,seasonal,-28.31
2021-03-27,residual,-2565.2
2021-03-28,actual,59688.29
2021-03-28,trend,57443.27
2021-03-28,seasonal,27.86
2021-03-28,residual,2217.17
2021-03-29,actual,59688.29
2021-03-29,trend,58113.83
2021-03-29,seasonal,18.05
2021-03-29,residual,1556.41
2021-03-30,actual,59688.29
2021-03-30,trend,58784.39
2021-03-30,seasonal,8.32
2021-03-30,residual,895.58
2021-03-31,actual,59688.29
2021-03-31,trend,59454.95
2021-03-31,seasonal,-1.32
2021-03-31,residual,234.66
2021-04-01,actual,59688.29
2021-04-01,trend,60125.52
2021-04-01,seasonal,-10.84
2021-04-01,residual,-426.38
2021-04-02,actual,59688.29
2021-04-02,trend,60796.08
2021-04-02,seasonal,-20.08
2021-04-02,residual,-1087.71
2021-04-03,actual,59688.29
2021-04-03,trend,61466.64
2021-04-03,seasonal,-28.31
2021-04-03,residual,-1750.04
2021-04-04,actual,64280.0
2021-04-04,trend,62194.25
2021-04-04,seasonal,27.86
2021-04-04,residual,2057.89
2021-04-05,actual,64280.0
2021-04-05,trend,62557.41
2021-04-05,seasonal,18.05
2021-04-05,residual,1704.53
2021-04-06,actual,64280.0
2021-04-06,trend,62920.57
2021-04-06,seasonal,8.32
2021-04-06,residual,1351.11
2021-04-07,actual,64280.0
2021-04-07,trend,63283.73
2021-04-07,seasonal,-1.32
2021-04-07,residual,997.59
2021-04-08,actual,64280.0
2021-04-08,trend,63646.89
2021-04-08,seasonal,-10.84
2021-04-08,residual,643.95
2021-04-09,actual,64280.0
2021-04-09,trend,64010.06
