country,date,actual,trend,seasonal,residual
United Kingdom,2023-04-26,1831.86,1860.92,-0.15,-28.92
United Kingdom,2023-04-27,1831.86,1828.3,-1.41,4.97
United Kingdom,2023-04-28,1831.86,1795.69,-2.64,38.82
United Kingdom,2023-04-29,1831.86,1771.73,-3.77,63.9
United Kingdom,2023-04-30,1641.71,1744.1,3.72,-106.11
United Kingdom,2023-05-01,1641.71,1736.78,2.42,-97.5
United Kingdom,2023-05-02,1641.71,1728.14,1.13,-87.56
United Kingdom,2023-05-03,1641.71,1717.77,-0.15,-75.91
United Kingdom,2023-05-04,1641.71,1705.09,-1.41,-61.97
United Kingdom,2023-05-05,1641.71,1689.25,-2.64,-44.89
